Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
56	Spectrogram 1	1	2892.0	2895.0	0	12000.0	White-throated Treecreeper	whttre3	0.2608	smithslake/2MM03822_20250119_161202.wav	2892.0
57	Spectrogram 1	1	2895.0	2898.0	0	12000.0	Australian Raven	ausrav1	0.2086	smithslake/2MM03822_20250119_161202.wav	2895.0
58	Spectrogram 1	1	2895.0	2898.0	0	12000.0	White-throated Treecreeper	whttre3	0.1695	smithslake/2MM03822_20250119_161202.wav	2895.0
59	Spectrogram 1	1	2898.0	2901.0	0	12000.0	White-throated Treecreeper	whttre3	0.5800	smithslake/2MM03822_20250119_161202.wav	2898.0
60	Spectrogram 1	1	2904.0	2907.0	0	12000.0	White-throated Treecreeper	whttre3	0.1973	smithslake/2MM03822_20250119_161202.wav	2904.0
61	Spectrogram 1	1	2907.0	2910.0	0	12000.0	White-throated Treecreeper	whttre3	0.4637	smithslake/2MM03822_20250119_161202.wav	2907.0
62	Spectrogram 1	1	2910.0	2913.0	0	12000.0	White-throated Treecreeper	whttre3	0.3143	smithslake/2MM03822_20250119_161202.wav	2910.0
63	Spectrogram 1	1	2913.0	2916.0	0	12000.0	White-throated Treecreeper	whttre3	0.3938	smithslake/2MM03822_20250119_161202.wav	2913.0
64	Spectrogram 1	1	2913.0	2916.0	0	12000.0	Willie-wagtail	wilwag1	0.1002	smithslake/2MM03822_20250119_161202.wav	2913.0
65	Spectrogram 1	1	2919.0	2922.0	0	12000.0	White-throated Treecreeper	whttre3	0.2264	smithslake/2MM03822_20250119_161202.wav	2919.0
66	Spectrogram 1	1	2925.0	2928.0	0	12000.0	White-throated Treecreeper	whttre3	0.1068	smithslake/2MM03822_20250119_161202.wav	2925.0
67	Spectrogram 1	1	2970.0	2973.0	0	12000.0	White-throated Treecreeper	whttre3	0.2222	smithslake/2MM03822_20250119_161202.wav	2970.0
68	Spectrogram 1	1	3102.0	3105.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.9459	smithslake/2MM03822_20250119_161202.wav	3102.0
69	Spectrogram 1	1	3105.0	3108.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.9858	smithslake/2MM03822_20250119_161202.wav	3105.0
70	Spectrogram 1	1	3108.0	3111.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.5982	smithslake/2MM03822_20250119_161202.wav	3108.0
71	Spectrogram 1	1	3108.0	3111.0	0	12000.0	Green Catbird	grecat1	0.2210	smithslake/2MM03822_20250119_161202.wav	3108.0
72	Spectrogram 1	1	3111.0	3114.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.6605	smithslake/2MM03822_20250119_161202.wav	3111.0
73	Spectrogram 1	1	3120.0	3123.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.2314	smithslake/2MM03822_20250119_161202.wav	3120.0
74	Spectrogram 1	1	3123.0	3126.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.4418	smithslake/2MM03822_20250119_161202.wav	3123.0
75	Spectrogram 1	1	3126.0	3129.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.3172	smithslake/2MM03822_20250119_161202.wav	3126.0
76	Spectrogram 1	1	3129.0	3132.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.8286	smithslake/2MM03822_20250119_161202.wav	3129.0
77	Spectrogram 1	1	3129.0	3132.0	0	12000.0	Green Catbird	grecat1	0.1854	smithslake/2MM03822_20250119_161202.wav	3129.0
78	Spectrogram 1	1	3141.0	3144.0	0	12000.0	Red-browed Firetail	rebfir1	0.2093	smithslake/2MM03822_20250119_161202.wav	3141.0
79	Spectrogram 1	1	3144.0	3147.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.3674	smithslake/2MM03822_20250119_161202.wav	3144.0
80	Spectrogram 1	1	3147.0	3150.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.3502	smithslake/2MM03822_20250119_161202.wav	3147.0
81	Spectrogram 1	1	3147.0	3150.0	0	12000.0	Green Catbird	grecat1	0.1354	smithslake/2MM03822_20250119_161202.wav	3147.0
82	Spectrogram 1	1	3237.0	3240.0	0	12000.0	Eastern Yellow Robin	yelrob1	0.2216	smithslake/2MM03822_20250119_161202.wav	3237.0
83	Spectrogram 1	1	3246.0	3249.0	0	12000.0	White-throated Treecreeper	whttre3	0.1478	smithslake/2MM03822_20250119_161202.wav	3246.0
84	Spectrogram 1	1	3246.0	3249.0	0	12000.0	Eastern Yellow Robin	yelrob1	0.1172	smithslake/2MM03822_20250119_161202.wav	3246.0
85	Spectrogram 1	1	3288.0	3291.0	0	12000.0	White-throated Treecreeper	whttre3	0.1660	smithslake/2MM03822_20250119_161202.wav	3288.0
86	Spectrogram 1	1	3405.0	3408.0	0	12000.0	Grey Fantail	gryfan1	0.3615	smithslake/2MM03822_20250119_161202.wav	3405.0
87	Spectrogram 1	1	3447.0	3450.0	0	12000.0	Grey Fantail	gryfan1	0.1252	smithslake/2MM03822_20250119_161202.wav	3447.0
88	Spectrogram 1	1	3477.0	3480.0	0	12000.0	Brown Gerygone	broger1	0.4055	smithslake/2MM03822_20250119_161202.wav	3477.0
89	Spectrogram 1	1	3480.0	3483.0	0	12000.0	Brown Gerygone	broger1	0.4618	smithslake/2MM03822_20250119_161202.wav	3480.0
