Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
26	Spectrogram 1	1	564.0	567.0	0	12000.0	Common Bronzewing	combro1	0.1121	smithslake/2MM03822_20250119_171202.wav	564.0
27	Spectrogram 1	1	582.0	585.0	0	12000.0	Red-browed Firetail	rebfir1	0.2489	smithslake/2MM03822_20250119_171202.wav	582.0
28	Spectrogram 1	1	627.0	630.0	0	12000.0	Brown Gerygone	broger1	0.1142	smithslake/2MM03822_20250119_171202.wav	627.0
29	Spectrogram 1	1	1131.0	1134.0	0	12000.0	Lewin's Honeyeater	lewhon1	0.9283	smithslake/2MM03822_20250119_171202.wav	1131.0
30	Spectrogram 1	1	1134.0	1137.0	0	12000.0	Lewin's Honeyeater	lewhon1	0.9149	smithslake/2MM03822_20250119_171202.wav	1134.0
31	Spectrogram 1	1	1431.0	1434.0	0	12000.0	Australian Magpie	ausmag2	0.2225	smithslake/2MM03822_20250119_171202.wav	1431.0
32	Spectrogram 1	1	1431.0	1434.0	0	12000.0	Pied Butcherbird	piebut1	0.1092	smithslake/2MM03822_20250119_171202.wav	1431.0
33	Spectrogram 1	1	1617.0	1620.0	0	12000.0	Grey Fantail	gryfan1	0.4193	smithslake/2MM03822_20250119_171202.wav	1617.0
34	Spectrogram 1	1	1707.0	1710.0	0	12000.0	Lewin's Honeyeater	lewhon1	0.8523	smithslake/2MM03822_20250119_171202.wav	1707.0
35	Spectrogram 1	1	1710.0	1713.0	0	12000.0	Lewin's Honeyeater	lewhon1	0.5058	smithslake/2MM03822_20250119_171202.wav	1710.0
36	Spectrogram 1	1	2004.0	2007.0	0	12000.0	Australian Rufous Fantail	ruffan1	0.1426	smithslake/2MM03822_20250119_171202.wav	2004.0
37	Spectrogram 1	1	2142.0	2145.0	0	12000.0	Lewin's Honeyeater	lewhon1	0.3979	smithslake/2MM03822_20250119_171202.wav	2142.0
38	Spectrogram 1	1	2307.0	2310.0	0	12000.0	Rainbow Lorikeet	railor5	0.1303	smithslake/2MM03822_20250119_171202.wav	2307.0
39	Spectrogram 1	1	2820.0	2823.0	0	12000.0	Lewin's Honeyeater	lewhon1	0.2791	smithslake/2MM03822_20250119_171202.wav	2820.0
40	Spectrogram 1	1	2850.0	2853.0	0	12000.0	Grey Fantail	gryfan1	0.3346	smithslake/2MM03822_20250119_171202.wav	2850.0
41	Spectrogram 1	1	2853.0	2856.0	0	12000.0	Grey Fantail	gryfan1	0.8707	smithslake/2MM03822_20250119_171202.wav	2853.0
42	Spectrogram 1	1	2862.0	2865.0	0	12000.0	Rock Dove	rocpig	0.1161	smithslake/2MM03822_20250119_171202.wav	2862.0
43	Spectrogram 1	1	2868.0	2871.0	0	12000.0	Rock Dove	rocpig	0.2416	smithslake/2MM03822_20250119_171202.wav	2868.0
44	Spectrogram 1	1	2895.0	2898.0	0	12000.0	Rock Dove	rocpig	0.5516	smithslake/2MM03822_20250119_171202.wav	2895.0
45	Spectrogram 1	1	3126.0	3129.0	0	12000.0	Torresian Crow	torcro2	0.1609	smithslake/2MM03822_20250119_171202.wav	3126.0
46	Spectrogram 1	1	3387.0	3390.0	0	12000.0	Brown Cuckoo-Dove	brcdov1	0.5378	smithslake/2MM03822_20250119_171202.wav	3387.0
47	Spectrogram 1	1	3441.0	3444.0	0	12000.0	Black-faced Cuckooshrike	bkfcus1	0.1855	smithslake/2MM03822_20250119_171202.wav	3441.0
