Key,Timestamp,AEDT_Timestamp,Translation
h,39:25.7,39:25.7,White-cheeked Honeyeater
h,39:32.8,39:32.8,White-cheeked Honeyeater
h,39:36.5,39:36.5,White-cheeked Honeyeater
o,39:42.2,39:42.2,Spotted Pardalote
h,39:43.3,39:43.3,White-cheeked Honeyeater
h,39:49.8,39:49.8,White-cheeked Honeyeater
h,39:52.5,39:52.5,White-cheeked Honeyeater
h,39:55.2,39:55.2,White-cheeked Honeyeater
h,39:58.7,39:58.7,White-cheeked Honeyeater
h,40:07.9,40:07.9,White-cheeked Honeyeater
Insert,40:41.4,40:41.4,Forest Raven
h,40:56.4,40:56.4,White-cheeked Honeyeater
F3,41:01.6,41:01.6,Bar-shouldered Dove
F3,41:03.8,41:03.8,Bar-shouldered Dove
h,41:31.1,41:31.1,White-cheeked Honeyeater
h,41:35.3,41:35.3,White-cheeked Honeyeater
h,41:41.0,41:41.0,White-cheeked Honeyeater
h,41:42.4,41:42.4,White-cheeked Honeyeater
h,41:45.5,41:45.5,White-cheeked Honeyeater
h,41:47.6,41:47.6,White-cheeked Honeyeater
h,41:48.8,41:48.8,White-cheeked Honeyeater
h,41:49.9,41:49.9,White-cheeked Honeyeater
Enter,42:05.0,42:05.0,Yellow-faced Honeyeater
Enter,42:07.7,42:07.7,Yellow-faced Honeyeater
Enter,42:10.9,42:10.9,Yellow-faced Honeyeater
l,42:12.2,42:12.2,Willie Wagtail
Enter,42:13.0,42:13.0,Yellow-faced Honeyeater
Enter,42:23.1,42:23.1,Yellow-faced Honeyeater
Enter,42:24.0,42:24.0,Yellow-faced Honeyeater
Enter,42:25.3,42:25.3,Yellow-faced Honeyeater
Enter,42:30.7,42:30.7,Yellow-faced Honeyeater
k,42:32.9,42:32.9,White-throated Treecreeper
Enter,42:34.5,42:34.5,Yellow-faced Honeyeater
[,42:44.4,42:44.4,Superb Fairywren
Enter,42:45.2,42:45.2,Yellow-faced Honeyeater
Enter,42:48.6,42:48.6,Yellow-faced Honeyeater
Enter,42:50.8,42:50.8,Yellow-faced Honeyeater
Enter,42:53.7,42:53.7,Yellow-faced Honeyeater
Enter,42:59.9,42:59.9,Yellow-faced Honeyeater
Enter,43:00.9,43:00.9,Yellow-faced Honeyeater
Enter,43:02.3,43:02.3,Yellow-faced Honeyeater
1,43:04.8,43:04.8,Grey Fantail
Insert,43:05.5,43:05.5,Forest Raven
Enter,43:06.9,43:06.9,Yellow-faced Honeyeater
Enter,43:08.1,43:08.1,Yellow-faced Honeyeater
Enter,43:10.6,43:10.6,Yellow-faced Honeyeater
