Key,Timestamp,AEDT_Timestamp,Translation
Enter,43:13.9,43:13.9,Yellow-faced Honeyeater
Enter,43:15.4,43:15.4,Yellow-faced Honeyeater
Enter,43:16.3,43:16.3,Yellow-faced Honeyeater
Enter,43:17.7,43:17.7,Yellow-faced Honeyeater
Enter,43:18.6,43:18.6,Yellow-faced Honeyeater
Insert,43:19.1,43:19.1,Forest Raven
Enter,43:20.4,43:20.4,Yellow-faced Honeyeater
Insert,43:21.2,43:21.2,Forest Raven
Enter,43:21.7,43:21.7,Yellow-faced Honeyeater
Insert,43:22.1,43:22.1,Forest Raven
Insert,43:23.7,43:23.7,Forest Raven
Enter,43:24.1,43:24.1,Yellow-faced Honeyeater
Enter,43:25.0,43:25.0,Yellow-faced Honeyeater
Enter,43:26.1,43:26.1,Yellow-faced Honeyeater
Enter,43:27.1,43:27.1,Yellow-faced Honeyeater
Enter,43:28.8,43:28.8,Yellow-faced Honeyeater
Enter,43:29.5,43:29.5,Yellow-faced Honeyeater
Enter,43:31.6,43:31.6,Yellow-faced Honeyeater
Enter,43:32.7,43:32.7,Yellow-faced Honeyeater
Enter,43:34.4,43:34.4,Yellow-faced Honeyeater
Enter,43:35.6,43:35.6,Yellow-faced Honeyeater
Enter,43:36.5,43:36.5,Yellow-faced Honeyeater
Enter,43:37.7,43:37.7,Yellow-faced Honeyeater
Enter,43:38.8,43:38.8,Yellow-faced Honeyeater
Insert,43:42.1,43:42.1,Forest Raven
Insert,43:43.1,43:43.1,Forest Raven
Insert,43:44.3,43:44.3,Forest Raven
Enter,43:45.4,43:45.4,Yellow-faced Honeyeater
Enter,43:47.2,43:47.2,Yellow-faced Honeyeater
Enter,43:49.3,43:49.3,Yellow-faced Honeyeater
w,43:52.6,43:52.6,Red-browed Finch
w,43:55.6,43:55.6,Red-browed Finch
w,43:57.4,43:57.4,Red-browed Finch
w,43:58.7,43:58.7,Red-browed Finch
w,44:01.7,44:01.7,Red-browed Finch
w,44:04.1,44:04.1,Red-browed Finch
w,44:06.1,44:06.1,Red-browed Finch
Insert,44:07.8,44:07.8,Forest Raven
Insert,20/01/2025 3:44,20/01/2025 14:44,Forest Raven
Insert,44:09.0,44:09.0,Forest Raven
Insert,44:10.3,44:10.3,Forest Raven
Insert,44:15.4,44:15.4,Forest Raven
Insert,44:17.8,44:17.8,Forest Raven
Enter,44:18.8,44:18.8,Yellow-faced Honeyeater
Enter,44:20.6,44:20.6,Yellow-faced Honeyeater
Enter,44:21.8,44:21.8,Yellow-faced Honeyeater
Enter,44:22.8,44:22.8,Yellow-faced Honeyeater
Enter,44:24.2,44:24.2,Yellow-faced Honeyeater
Enter,44:26.4,44:26.4,Yellow-faced Honeyeater
Insert,44:35.5,44:35.5,Forest Raven
Insert,44:36.4,44:36.4,Forest Raven
Enter,44:45.6,44:45.6,Yellow-faced Honeyeater
Enter,44:46.9,44:46.9,Yellow-faced Honeyeater
[,44:49.7,44:49.7,Superb Fairywren
Enter,44:50.9,44:50.9,Yellow-faced Honeyeater
Enter,44:52.5,44:52.5,Yellow-faced Honeyeater
Enter,45:15.6,45:15.6,Yellow-faced Honeyeater
Enter,45:17.4,45:17.4,Yellow-faced Honeyeater
F12,45:18.6,45:18.6,Eastern Yellow Robin
F12,45:22.6,45:22.6,Eastern Yellow Robin
F12,45:23.6,45:23.6,Eastern Yellow Robin
F12,45:25.8,45:25.8,Eastern Yellow Robin
Enter,45:26.0,45:26.0,Yellow-faced Honeyeater
Enter,45:27.3,45:27.3,Yellow-faced Honeyeater
F12,45:35.4,45:35.4,Eastern Yellow Robin
F12,45:36.8,45:36.8,Eastern Yellow Robin
F12,45:38.9,45:38.9,Eastern Yellow Robin
Enter,45:41.9,45:41.9,Yellow-faced Honeyeater
F12,45:42.2,45:42.2,Eastern Yellow Robin
F12,45:43.3,45:43.3,Eastern Yellow Robin
F12,45:44.6,45:44.6,Eastern Yellow Robin
F12,45:45.9,45:45.9,Eastern Yellow Robin
F12,45:46.9,45:46.9,Eastern Yellow Robin
F12,45:48.3,45:48.3,Eastern Yellow Robin
Insert,45:50.4,45:50.4,Forest Raven
F12,45:51.4,45:51.4,Eastern Yellow Robin
Insert,45:51.6,45:51.6,Forest Raven
F12,45:53.0,45:53.0,Eastern Yellow Robin
Insert,45:53.0,45:53.0,Forest Raven
Insert,45:53.8,45:53.8,Forest Raven
F12,45:53.9,45:53.9,Eastern Yellow Robin
Enter,45:54.6,45:54.6,Yellow-faced Honeyeater
Enter,45:55.9,45:55.9,Yellow-faced Honeyeater
F12,45:55.9,45:55.9,Eastern Yellow Robin
Insert,45:55.9,45:55.9,Forest Raven
Insert,45:57.9,45:57.9,Forest Raven
F12,45:57.9,45:57.9,Eastern Yellow Robin
Enter,45:57.9,45:57.9,Yellow-faced Honeyeater
F12,45:59.9,45:59.9,Eastern Yellow Robin
F12,46:02.8,46:02.8,Eastern Yellow Robin
Enter,46:02.9,46:02.9,Yellow-faced Honeyeater
F12,46:04.9,46:04.9,Eastern Yellow Robin
F12,46:10.7,46:10.7,Eastern Yellow Robin
F12,46:12.8,46:12.8,Eastern Yellow Robin
F12,46:15.7,46:15.7,Eastern Yellow Robin
F12,46:28.0,46:28.0,Eastern Yellow Robin
Enter,46:28.4,46:28.4,Yellow-faced Honeyeater
Insert,46:33.0,46:33.0,Forest Raven
Insert,46:33.9,46:33.9,Forest Raven
Insert,46:35.2,46:35.2,Forest Raven
Enter,46:35.6,46:35.6,Yellow-faced Honeyeater
Insert,46:36.7,46:36.7,Forest Raven
-,46:53.6,46:53.6,Olive-backed Oriole
-,46:56.3,46:56.3,Olive-backed Oriole
Enter,46:58.5,46:58.5,Yellow-faced Honeyeater
Enter,47:00.6,47:00.6,Yellow-faced Honeyeater
Enter,47:06.3,47:06.3,Yellow-faced Honeyeater
Enter,47:10.0,47:10.0,Yellow-faced Honeyeater
Enter,47:14.0,47:14.0,Yellow-faced Honeyeater
Enter,47:14.9,47:14.9,Yellow-faced Honeyeater
Enter,47:16.4,47:16.4,Yellow-faced Honeyeater
Insert,47:17.3,47:17.3,Forest Raven
Insert,47:18.2,47:18.2,Forest Raven
Insert,47:19.1,47:19.1,Forest Raven
Insert,47:20.2,47:20.2,Forest Raven
7,47:48.1,47:48.1,Little Wattlebird
Insert,48:03.7,48:03.7,Forest Raven
Insert,48:04.5,48:04.5,Forest Raven
Insert,48:05.5,48:05.5,Forest Raven
Insert,48:06.5,48:06.5,Forest Raven
Insert,48:08.6,48:08.6,Forest Raven
Insert,48:25.4,48:25.4,Forest Raven
Insert,48:26.2,48:26.2,Forest Raven
7,48:32.9,48:32.9,Little Wattlebird
Enter,48:49.0,48:49.0,Yellow-faced Honeyeater
Insert,48:49.5,48:49.5,Forest Raven
Insert,48:50.5,48:50.5,Forest Raven
Enter,48:50.7,48:50.7,Yellow-faced Honeyeater
Enter,48:53.2,48:53.2,Yellow-faced Honeyeater
Enter,49:00.9,49:00.9,Yellow-faced Honeyeater
Enter,49:02.3,49:02.3,Yellow-faced Honeyeater
Insert,49:04.1,49:04.1,Forest Raven
Insert,49:22.4,49:22.4,Forest Raven
Insert,49:23.2,49:23.2,Forest Raven
Insert,49:24.9,49:24.9,Forest Raven
Enter,49:27.4,49:27.4,Yellow-faced Honeyeater
Enter,49:28.5,49:28.5,Yellow-faced Honeyeater
Enter,49:36.8,49:36.8,Yellow-faced Honeyeater
Enter,49:38.5,49:38.5,Yellow-faced Honeyeater
Enter,49:48.9,49:48.9,Yellow-faced Honeyeater
Enter,49:49.6,49:49.6,Yellow-faced Honeyeater
Insert,50:08.2,50:08.2,Forest Raven
Insert,50:08.7,50:08.7,Forest Raven
Insert,50:09.2,50:09.2,Forest Raven
Insert,50:10.0,50:10.0,Forest Raven
Insert,50:10.6,50:10.6,Forest Raven
Insert,50:11.3,50:11.3,Forest Raven
Insert,50:12.3,50:12.3,Forest Raven
Enter,50:13.9,50:13.9,Yellow-faced Honeyeater
Enter,50:15.9,50:15.9,Yellow-faced Honeyeater
Insert,50:16.6,50:16.6,Forest Raven
Insert,50:17.2,50:17.2,Forest Raven
Insert,50:18.3,50:18.3,Forest Raven
Insert,50:22.0,50:22.0,Forest Raven
Insert,50:22.7,50:22.7,Forest Raven
Insert,50:23.4,50:23.4,Forest Raven
g,50:29.5,50:29.5,White-browed Scrubwren
Enter,50:32.0,50:32.0,Yellow-faced Honeyeater
Insert,50:32.9,50:32.9,Forest Raven
Enter,50:34.3,50:34.3,Yellow-faced Honeyeater
[,50:42.0,50:42.0,Superb Fairywren
Insert,51:08.9,51:08.9,Forest Raven
Insert,51:09.8,51:09.8,Forest Raven
Insert,51:10.9,51:10.9,Forest Raven
Insert,51:12.0,51:12.0,Forest Raven
Enter,51:24.5,51:24.5,Yellow-faced Honeyeater
Enter,51:25.5,51:25.5,Yellow-faced Honeyeater
Enter,51:27.0,51:27.0,Yellow-faced Honeyeater
Enter,51:28.4,51:28.4,Yellow-faced Honeyeater
Enter,51:29.8,51:29.8,Yellow-faced Honeyeater
Enter,51:38.3,51:38.3,Yellow-faced Honeyeater
Insert,51:39.4,51:39.4,Forest Raven
Insert,51:40.1,51:40.1,Forest Raven
Insert,51:41.2,51:41.2,Forest Raven
Enter,51:54.4,51:54.4,Yellow-faced Honeyeater
Enter,52:03.5,52:03.5,Yellow-faced Honeyeater
Enter,52:04.5,52:04.5,Yellow-faced Honeyeater
1,52:09.0,52:09.0,Grey Fantail
Enter,52:40.5,52:40.5,Yellow-faced Honeyeater
Enter,52:44.3,52:44.3,Yellow-faced Honeyeater
[,52:52.6,52:52.6,Superb Fairywren
Insert,52:59.1,52:59.1,Forest Raven
Insert,52:59.5,52:59.5,Forest Raven
Insert,53:00.6,53:00.6,Forest Raven
Enter,53:08.9,53:08.9,Yellow-faced Honeyeater
h,53:12.8,53:12.8,White-cheeked Honeyeater
h,53:13.8,53:13.8,White-cheeked Honeyeater
h,53:16.7,53:16.7,White-cheeked Honeyeater
h,53:28.6,53:28.6,White-cheeked Honeyeater
Enter,53:31.5,53:31.5,Yellow-faced Honeyeater
Insert,53:37.6,53:37.6,Forest Raven
h,53:38.3,53:38.3,White-cheeked Honeyeater
Enter,53:38.5,53:38.5,Yellow-faced Honeyeater
Insert,53:39.1,53:39.1,Forest Raven
Insert,53:40.3,53:40.3,Forest Raven
Enter,53:52.7,53:52.7,Yellow-faced Honeyeater
\,53:58.5,53:58.5,Variegated Fairywren
1,54:07.8,54:07.8,Grey Fantail
