Key,Timestamp,AEDT_Timestamp,Translation
k,07:23.0,07:23.0,White-throated Treecreeper
h,07:35.5,07:35.5,White-cheeked Honeyeater
\,07:39.1,07:39.1,Variegated Fairywren
7,07:43.8,07:43.8,Little Wattlebird
7,07:50.5,07:50.5,Little Wattlebird
7,08:02.2,08:02.2,Little Wattlebird
7,08:24.7,08:24.7,Little Wattlebird
7,08:31.1,08:31.1,Little Wattlebird
F7,08:43.1,08:43.1,Brown Gerygone
7,08:49.5,08:49.5,Little Wattlebird
F7,09:00.6,09:00.6,Brown Gerygone
7,09:02.0,09:02.0,Little Wattlebird
F7,09:02.7,09:02.7,Brown Gerygone
F7,09:04.0,09:04.0,Brown Gerygone
7,09:07.3,09:07.3,Little Wattlebird
F7,09:11.7,09:11.7,Brown Gerygone
1,09:24.6,09:24.6,Grey Fantail
1,09:28.5,09:28.5,Grey Fantail
9,09:40.3,09:40.3,Mistletoebird
9,09:51.8,09:51.8,Mistletoebird
9,09:55.0,09:55.0,Mistletoebird
5,09:57.2,09:57.2,Lewin's Honeyeater
9,09:59.7,09:59.7,Mistletoebird
9,10:02.9,10:02.9,Mistletoebird
9,10:05.0,10:05.0,Mistletoebird
1,10:14.4,10:14.4,Grey Fantail
h,10:23.6,10:23.6,White-cheeked Honeyeater
1,10:30.4,10:30.4,Grey Fantail
l,10:44.9,10:44.9,Willie Wagtail
1,10:46.9,10:46.9,Grey Fantail
1,10:48.7,10:48.7,Grey Fantail
0,11:04.9,11:04.9,Noisy Friarbird
h,11:09.0,11:09.0,White-cheeked Honeyeater
F10,11:09.9,11:09.9,Eastern Spinebill
F10,11:12.7,11:12.7,Eastern Spinebill
F10,11:15.8,11:15.8,Eastern Spinebill
h,11:25.2,11:25.2,White-cheeked Honeyeater
h,11:34.9,11:34.9,White-cheeked Honeyeater
h,11:36.9,11:36.9,White-cheeked Honeyeater
h,11:44.1,11:44.1,White-cheeked Honeyeater
3,11:49.1,11:49.1,Laughing Kookaburra
h,11:55.1,11:55.1,White-cheeked Honeyeater
h,12:01.2,12:01.2,White-cheeked Honeyeater
h,12:02.3,12:02.3,White-cheeked Honeyeater
h,12:04.2,12:04.2,White-cheeked Honeyeater
l,12:04.8,12:04.8,Willie Wagtail
h,12:07.2,12:07.2,White-cheeked Honeyeater
5,12:20.9,12:20.9,Lewin's Honeyeater
h,12:28.0,12:28.0,White-cheeked Honeyeater
h,12:30.4,12:30.4,White-cheeked Honeyeater
h,12:34.7,12:34.7,White-cheeked Honeyeater
5,12:38.5,12:38.5,Lewin's Honeyeater
3,13:49.7,13:49.7,Laughing Kookaburra
h,13:52.7,13:52.7,White-cheeked Honeyeater
h,13:55.3,13:55.3,White-cheeked Honeyeater
h,13:59.0,13:59.0,White-cheeked Honeyeater
3,14:07.7,14:07.7,Laughing Kookaburra
l,14:16.1,14:16.1,Willie Wagtail
0,14:50.4,14:50.4,Noisy Friarbird
k,15:07.9,15:07.9,White-throated Treecreeper
F7,15:15.9,15:15.9,Brown Gerygone
3,15:37.1,15:37.1,Laughing Kookaburra
3,15:39.5,15:39.5,Laughing Kookaburra
0,16:09.9,16:09.9,Noisy Friarbird
3,16:19.5,16:19.5,Laughing Kookaburra
3,16:21.3,16:21.3,Laughing Kookaburra
3,16:23.4,16:23.4,Laughing Kookaburra
0,16:38.7,16:38.7,Noisy Friarbird
h,16:40.1,16:40.1,White-cheeked Honeyeater
0,16:43.1,16:43.1,Noisy Friarbird
0,16:45.6,16:45.6,Noisy Friarbird
F10,16:48.3,16:48.3,Eastern Spinebill
`,16:50.5,16:50.5,Golden Whistler
3,16:52.5,16:52.5,Laughing Kookaburra
k,16:58.4,16:58.4,White-throated Treecreeper
k,16:59.9,16:59.9,White-throated Treecreeper
k,17:02.1,17:02.1,White-throated Treecreeper
0,17:06.0,17:06.0,Noisy Friarbird
0,17:08.0,17:08.0,Noisy Friarbird
0,17:15.3,17:15.3,Noisy Friarbird
0,17:21.2,17:21.2,Noisy Friarbird
0,17:31.2,17:31.2,Noisy Friarbird
0,17:37.7,17:37.7,Noisy Friarbird
0,17:44.0,17:44.0,Noisy Friarbird
0,17:45.2,17:45.2,Noisy Friarbird
k,17:52.6,17:52.6,White-throated Treecreeper
0,17:53.4,17:53.4,Noisy Friarbird
0,17:58.1,17:58.1,Noisy Friarbird
5,18:05.8,18:05.8,Lewin's Honeyeater
0,18:06.5,18:06.5,Noisy Friarbird
0,18:09.4,18:09.4,Noisy Friarbird
0,18:14.8,18:14.8,Noisy Friarbird
F10,18:16.6,18:16.6,Eastern Spinebill
0,18:21.4,18:21.4,Noisy Friarbird
0,18:24.1,18:24.1,Noisy Friarbird
0,18:27.8,18:27.8,Noisy Friarbird
0,18:50.0,18:50.0,Noisy Friarbird
l,18:54.5,18:54.5,Willie Wagtail
0,19:04.4,19:04.4,Noisy Friarbird
0,19:06.3,19:06.3,Noisy Friarbird
l,19:11.5,19:11.5,Willie Wagtail
0,19:18.5,19:18.5,Noisy Friarbird
0,19:28.0,19:28.0,Noisy Friarbird
0,19:34.4,19:34.4,Noisy Friarbird
7,19:40.6,19:40.6,Little Wattlebird
7,19:49.0,19:49.0,Little Wattlebird
7,19:57.2,19:57.2,Little Wattlebird
7,20:05.6,20:05.6,Little Wattlebird
7,20:10.2,20:10.2,Little Wattlebird
0,20:14.5,20:14.5,Noisy Friarbird
0,20:19.4,20:19.4,Noisy Friarbird
0,20:22.8,20:22.8,Noisy Friarbird
l,20:36.5,20:36.5,Willie Wagtail
l,20:38.8,20:38.8,Willie Wagtail
0,20:40.2,20:40.2,Noisy Friarbird
l,20:41.2,20:41.2,Willie Wagtail
0,20:42.1,20:42.1,Noisy Friarbird
l,20:43.7,20:43.7,Willie Wagtail
0,20:45.9,20:45.9,Noisy Friarbird
h,20:51.5,20:51.5,White-cheeked Honeyeater
l,20:55.0,20:55.0,Willie Wagtail
0,20:57.5,20:57.5,Noisy Friarbird
7,20:59.1,20:59.1,Little Wattlebird
k,21:01.0,21:01.0,White-throated Treecreeper
k,21:05.2,21:05.2,White-throated Treecreeper
0,21:06.6,21:06.6,Noisy Friarbird
k,21:10.3,21:10.3,White-throated Treecreeper
k,21:14.9,21:14.9,White-throated Treecreeper
k,21:29.5,21:29.5,White-throated Treecreeper
k,21:34.2,21:34.2,White-throated Treecreeper
7,21:34.8,21:34.8,Little Wattlebird
k,21:39.7,21:39.7,White-throated Treecreeper
k,21:42.8,21:42.8,White-throated Treecreeper
0,21:58.1,21:58.1,Noisy Friarbird
0,22:12.3,22:12.3,Noisy Friarbird
7,22:14.5,22:14.5,Little Wattlebird
k,22:23.3,22:23.3,White-throated Treecreeper
k,22:27.8,22:27.8,White-throated Treecreeper
0,22:31.5,22:31.5,Noisy Friarbird
7,22:36.4,22:36.4,Little Wattlebird
5,22:39.2,22:39.2,Lewin's Honeyeater
k,22:42.3,22:42.3,White-throated Treecreeper
0,22:49.5,22:49.5,Noisy Friarbird
7,22:51.4,22:51.4,Little Wattlebird
0,22:54.8,22:54.8,Noisy Friarbird
7,22:57.4,22:57.4,Little Wattlebird
0,22:59.6,22:59.6,Noisy Friarbird
7,23:05.4,23:05.4,Little Wattlebird
7,23:23.6,23:23.6,Little Wattlebird
0,23:36.9,23:36.9,Noisy Friarbird
0,23:47.7,23:47.7,Noisy Friarbird
0,24:05.3,24:05.3,Noisy Friarbird
',24:10.6,24:10.6,Yellow Thornbill
0,24:15.4,24:15.4,Noisy Friarbird
7,24:17.7,24:17.7,Little Wattlebird
7,24:25.3,24:25.3,Little Wattlebird
7,24:28.5,24:28.5,Little Wattlebird
7,24:29.6,24:29.6,Little Wattlebird
7,24:30.9,24:30.9,Little Wattlebird
0,24:32.9,24:32.9,Noisy Friarbird
7,24:34.6,24:34.6,Little Wattlebird
0,24:38.0,24:38.0,Noisy Friarbird
7,24:38.0,24:38.0,Little Wattlebird
w,24:41.3,24:41.3,Red-browed Finch
w,24:42.8,24:42.8,Red-browed Finch
w,24:46.1,24:46.1,Red-browed Finch
F7,24:47.3,24:47.3,Brown Gerygone
0,24:49.6,24:49.6,Noisy Friarbird
0,24:51.9,24:51.9,Noisy Friarbird
5,24:54.6,24:54.6,Lewin's Honeyeater
0,24:57.9,24:57.9,Noisy Friarbird
7,24:59.9,24:59.9,Little Wattlebird
7,25:01.7,25:01.7,Little Wattlebird
0,25:09.2,25:09.2,Noisy Friarbird
`,25:12.8,25:12.8,Golden Whistler
0,25:28.3,25:28.3,Noisy Friarbird
`,25:33.2,25:33.2,Golden Whistler
7,25:36.8,25:36.8,Little Wattlebird
0,25:40.2,25:40.2,Noisy Friarbird
1,25:57.6,25:57.6,Grey Fantail
0,25:59.0,25:59.0,Noisy Friarbird
0,25:59.4,25:59.4,Noisy Friarbird
0,26:09.6,26:09.6,Noisy Friarbird
`,26:30.5,26:30.5,Golden Whistler
Insert,26:42.7,26:42.7,Forest Raven
7,26:54.3,26:54.3,Little Wattlebird
k,27:10.4,27:10.4,White-throated Treecreeper
k,27:13.8,27:13.8,White-throated Treecreeper
k,27:16.4,27:16.4,White-throated Treecreeper
0,27:19.0,27:19.0,Noisy Friarbird
0,27:23.4,27:23.4,Noisy Friarbird
0,27:28.1,27:28.1,Noisy Friarbird
0,27:37.9,27:37.9,Noisy Friarbird
0,27:41.9,27:41.9,Noisy Friarbird
0,28:01.8,28:01.8,Noisy Friarbird
7,28:24.7,28:24.7,Little Wattlebird
0,28:26.7,28:26.7,Noisy Friarbird
0,28:34.2,28:34.2,Noisy Friarbird
k,28:38.7,28:38.7,White-throated Treecreeper
y,28:58.0,28:58.0,Scaly-breasted Lorikeet
y,28:59.0,28:59.0,Scaly-breasted Lorikeet
y,29:01.7,29:01.7,Scaly-breasted Lorikeet
y,29:07.9,29:07.9,Scaly-breasted Lorikeet
y,29:12.1,29:12.1,Scaly-breasted Lorikeet
y,29:14.8,29:14.8,Scaly-breasted Lorikeet
k,29:18.5,29:18.5,White-throated Treecreeper
y,29:19.4,29:19.4,Scaly-breasted Lorikeet
k,29:21.1,29:21.1,White-throated Treecreeper
1,29:38.1,29:38.1,Grey Fantail
F10,30:05.4,30:05.4,Eastern Spinebill
6,30:36.2,30:36.2,Little Lorikeet
k,30:42.9,30:42.9,White-throated Treecreeper
0,30:46.4,30:46.4,Noisy Friarbird
k,30:49.9,30:49.9,White-throated Treecreeper
0,30:50.7,30:50.7,Noisy Friarbird
0,30:52.6,30:52.6,Noisy Friarbird
F2,30:58.3,30:58.3,Australian Rufous Fantail
k,31:00.8,31:00.8,White-throated Treecreeper
k,31:05.0,31:05.0,White-throated Treecreeper
0,31:08.9,31:08.9,Noisy Friarbird
0,31:21.6,31:21.6,Noisy Friarbird
0,31:29.8,31:29.8,Noisy Friarbird
k,31:32.7,31:32.7,White-throated Treecreeper
w,31:46.6,31:46.6,Red-browed Finch
w,31:48.8,31:48.8,Red-browed Finch
w,31:53.1,31:53.1,Red-browed Finch
w,31:56.8,31:56.8,Red-browed Finch
w,31:58.5,31:58.5,Red-browed Finch
q,32:03.3,32:03.3,Rainbow Lorikeet
y,32:07.8,32:07.8,Scaly-breasted Lorikeet
y,32:10.0,32:10.0,Scaly-breasted Lorikeet
q,32:11.7,32:11.7,Rainbow Lorikeet
k,32:14.3,32:14.3,White-throated Treecreeper
q,32:15.6,32:15.6,Rainbow Lorikeet
q,32:17.3,32:17.3,Rainbow Lorikeet
q,32:18.8,32:18.8,Rainbow Lorikeet
q,32:20.4,32:20.4,Rainbow Lorikeet
q,32:22.9,32:22.9,Rainbow Lorikeet
k,32:24.0,32:24.0,White-throated Treecreeper
q,32:24.9,32:24.9,Rainbow Lorikeet
q,32:27.5,32:27.5,Rainbow Lorikeet
q,32:29.0,32:29.0,Rainbow Lorikeet
k,32:30.3,32:30.3,White-throated Treecreeper
0,32:31.8,32:31.8,Noisy Friarbird
q,32:33.1,32:33.1,Rainbow Lorikeet
F7,32:38.3,32:38.3,Brown Gerygone
q,32:38.7,32:38.7,Rainbow Lorikeet
q,32:41.1,32:41.1,Rainbow Lorikeet
0,32:44.2,32:44.2,Noisy Friarbird
q,32:44.4,32:44.4,Rainbow Lorikeet
q,32:46.9,32:46.9,Rainbow Lorikeet
0,32:47.9,32:47.9,Noisy Friarbird
q,32:48.9,32:48.9,Rainbow Lorikeet
q,32:50.5,32:50.5,Rainbow Lorikeet
q,32:53.6,32:53.6,Rainbow Lorikeet
q,32:56.1,32:56.1,Rainbow Lorikeet
6,32:56.7,32:56.7,Little Lorikeet
0,32:57.5,32:57.5,Noisy Friarbird
q,32:57.8,32:57.8,Rainbow Lorikeet
q,33:00.8,33:00.8,Rainbow Lorikeet
1,33:02.6,33:02.6,Grey Fantail
q,33:03.4,33:03.4,Rainbow Lorikeet
q,33:05.3,33:05.3,Rainbow Lorikeet
q,33:07.3,33:07.3,Rainbow Lorikeet
q,33:09.8,33:09.8,Rainbow Lorikeet
y,33:10.9,33:10.9,Scaly-breasted Lorikeet
y,33:11.6,33:11.6,Scaly-breasted Lorikeet
q,33:12.4,33:12.4,Rainbow Lorikeet
y,33:14.0,33:14.0,Scaly-breasted Lorikeet
y,33:15.1,33:15.1,Scaly-breasted Lorikeet
y,33:16.4,33:16.4,Scaly-breasted Lorikeet
y,33:21.5,33:21.5,Scaly-breasted Lorikeet
w,33:23.3,33:23.3,Red-browed Finch
y,33:24.0,33:24.0,Scaly-breasted Lorikeet
w,33:26.6,33:26.6,Red-browed Finch
F10,33:31.7,33:31.7,Eastern Spinebill
1,33:32.4,33:32.4,Grey Fantail
w,33:35.9,33:35.9,Red-browed Finch
w,33:39.5,33:39.5,Red-browed Finch
w,33:44.6,33:44.6,Red-browed Finch
w,33:46.1,33:46.1,Red-browed Finch
1,33:48.0,33:48.0,Grey Fantail
w,33:51.5,33:51.5,Red-browed Finch
0,33:52.0,33:52.0,Noisy Friarbird
w,34:05.9,34:05.9,Red-browed Finch
1,34:07.1,34:07.1,Grey Fantail
k,34:14.5,34:14.5,White-throated Treecreeper
w,34:15.6,34:15.6,Red-browed Finch
k,34:15.9,34:15.9,White-throated Treecreeper
k,34:17.2,34:17.2,White-throated Treecreeper
w,34:17.5,34:17.5,Red-browed Finch
k,34:18.3,34:18.3,White-throated Treecreeper
w,34:19.8,34:19.8,Red-browed Finch
k,34:20.4,34:20.4,White-throated Treecreeper
w,34:23.1,34:23.1,Red-browed Finch
1,34:26.8,34:26.8,Grey Fantail
w,34:27.1,34:27.1,Red-browed Finch
w,34:29.0,34:29.0,Red-browed Finch
w,34:31.2,34:31.2,Red-browed Finch
w,34:36.8,34:36.8,Red-browed Finch
w,34:40.1,34:40.1,Red-browed Finch
w,34:41.5,34:41.5,Red-browed Finch
w,34:43.8,34:43.8,Red-browed Finch
w,34:48.8,34:48.8,Red-browed Finch
w,35:00.5,35:00.5,Red-browed Finch
w,35:01.1,35:01.1,Red-browed Finch
w,35:02.3,35:02.3,Red-browed Finch
w,35:02.7,35:02.7,Red-browed Finch
w,35:03.2,35:03.2,Red-browed Finch
w,35:03.9,35:03.9,Red-browed Finch
w,35:04.9,35:04.9,Red-browed Finch
0,35:05.8,35:05.8,Noisy Friarbird
w,35:07.8,35:07.8,Red-browed Finch
0,35:09.5,35:09.5,Noisy Friarbird
w,35:10.0,35:10.0,Red-browed Finch
w,35:11.2,35:11.2,Red-browed Finch
w,35:13.2,35:13.2,Red-browed Finch
w,35:14.7,35:14.7,Red-browed Finch
0,35:16.4,35:16.4,Noisy Friarbird
7,35:17.3,35:17.3,Little Wattlebird
w,35:18.4,35:18.4,Red-browed Finch
1,35:19.3,35:19.3,Grey Fantail
w,35:21.9,35:21.9,Red-browed Finch
w,35:23.1,35:23.1,Red-browed Finch
w,35:25.1,35:25.1,Red-browed Finch
0,35:35.9,35:35.9,Noisy Friarbird
w,35:36.8,35:36.8,Red-browed Finch
w,35:38.0,35:38.0,Red-browed Finch
w,35:39.3,35:39.3,Red-browed Finch
0,35:39.7,35:39.7,Noisy Friarbird
w,35:40.8,35:40.8,Red-browed Finch
1,35:45.4,35:45.4,Grey Fantail
w,35:55.7,35:55.7,Red-browed Finch
w,36:05.9,36:05.9,Red-browed Finch
9,36:16.0,36:16.0,Mistletoebird
1,36:20.3,36:20.3,Grey Fantail
l,36:23.7,36:23.7,Willie Wagtail
1,36:27.5,36:27.5,Grey Fantail
l,36:30.3,36:30.3,Willie Wagtail
l,36:32.1,36:32.1,Willie Wagtail
l,36:33.7,36:33.7,Willie Wagtail
l,36:34.7,36:34.7,Willie Wagtail
l,36:39.9,36:39.9,Willie Wagtail
l,36:42.8,36:42.8,Willie Wagtail
7,36:49.7,36:49.7,Little Wattlebird
l,36:50.8,36:50.8,Willie Wagtail
l,36:53.1,36:53.1,Willie Wagtail
1,36:54.0,36:54.0,Grey Fantail
l,36:58.1,36:58.1,Willie Wagtail
0,36:59.7,36:59.7,Noisy Friarbird
h,37:12.7,37:12.7,White-cheeked Honeyeater
h,37:15.6,37:15.6,White-cheeked Honeyeater
F10,37:23.1,37:23.1,Eastern Spinebill
F10,37:24.3,37:24.3,Eastern Spinebill
F10,37:26.5,37:26.5,Eastern Spinebill
F10,37:28.2,37:28.2,Eastern Spinebill
F10,37:30.5,37:30.5,Eastern Spinebill
1,38:00.1,38:00.1,Grey Fantail
1,38:20.9,38:20.9,Grey Fantail
h,38:36.2,38:36.2,White-cheeked Honeyeater
h,38:39.1,38:39.1,White-cheeked Honeyeater
h,38:40.6,38:40.6,White-cheeked Honeyeater
1,38:58.8,38:58.8,Grey Fantail
h,38:59.7,38:59.7,White-cheeked Honeyeater
5,39:16.3,39:16.3,Lewin's Honeyeater
w,39:21.6,39:21.6,Red-browed Finch
w,39:24.8,39:24.8,Red-browed Finch
w,39:27.5,39:27.5,Red-browed Finch
w,39:29.6,39:29.6,Red-browed Finch
w,39:31.9,39:31.9,Red-browed Finch
F2,39:35.6,39:35.6,Australian Rufous Fantail
w,39:37.5,39:37.5,Red-browed Finch
w,39:38.8,39:38.8,Red-browed Finch
w,39:40.4,39:40.4,Red-browed Finch
w,39:44.9,39:44.9,Red-browed Finch
3,39:55.8,39:55.8,Laughing Kookaburra
3,40:00.6,40:00.6,Laughing Kookaburra
7,40:16.5,40:16.5,Little Wattlebird
0,40:17.4,40:17.4,Noisy Friarbird
w,40:23.5,40:23.5,Red-browed Finch
F10,40:27.1,40:27.1,Eastern Spinebill
F10,40:28.6,40:28.6,Eastern Spinebill
F10,40:30.5,40:30.5,Eastern Spinebill
F10,40:33.1,40:33.1,Eastern Spinebill
w,40:39.3,40:39.3,Red-browed Finch
w,40:43.3,40:43.3,Red-browed Finch
k,40:50.0,40:50.0,White-throated Treecreeper
k,40:51.9,40:51.9,White-throated Treecreeper
k,40:53.6,40:53.6,White-throated Treecreeper
0,41:03.4,41:03.4,Noisy Friarbird
0,41:08.3,41:08.3,Noisy Friarbird
0,41:25.3,41:25.3,Noisy Friarbird
0,41:39.4,41:39.4,Noisy Friarbird
k,41:44.7,41:44.7,White-throated Treecreeper
q,41:47.4,41:47.4,Rainbow Lorikeet
k,41:48.6,41:48.6,White-throated Treecreeper
q,41:49.6,41:49.6,Rainbow Lorikeet
q,41:52.8,41:52.8,Rainbow Lorikeet
q,41:54.8,41:54.8,Rainbow Lorikeet
q,41:56.9,41:56.9,Rainbow Lorikeet
q,41:59.1,41:59.1,Rainbow Lorikeet
q,42:00.3,42:00.3,Rainbow Lorikeet
q,42:03.1,42:03.1,Rainbow Lorikeet
q,42:05.9,42:05.9,Rainbow Lorikeet
w,42:07.0,42:07.0,Red-browed Finch
q,42:08.2,42:08.2,Rainbow Lorikeet
w,42:08.8,42:08.8,Red-browed Finch
q,42:09.7,42:09.7,Rainbow Lorikeet
1,42:13.7,42:13.7,Grey Fantail
q,42:15.8,42:15.8,Rainbow Lorikeet
q,42:19.2,42:19.2,Rainbow Lorikeet
w,42:19.5,42:19.5,Red-browed Finch
q,42:20.4,42:20.4,Rainbow Lorikeet
w,42:22.0,42:22.0,Red-browed Finch
q,42:24.5,42:24.5,Rainbow Lorikeet
w,42:26.7,42:26.7,Red-browed Finch
q,42:28.1,42:28.1,Rainbow Lorikeet
q,42:31.6,42:31.6,Rainbow Lorikeet
w,42:45.0,42:45.0,Red-browed Finch
w,42:45.2,42:45.2,Red-browed Finch
w,42:45.4,42:45.4,Red-browed Finch
w,42:46.9,42:46.9,Red-browed Finch
w,42:47.8,42:47.8,Red-browed Finch
w,42:48.8,42:48.8,Red-browed Finch
w,42:50.1,42:50.1,Red-browed Finch
k,42:50.7,42:50.7,White-throated Treecreeper
w,42:51.4,42:51.4,Red-browed Finch
k,42:51.8,42:51.8,White-throated Treecreeper
w,42:53.0,42:53.0,Red-browed Finch
k,42:54.9,42:54.9,White-throated Treecreeper
q,42:56.4,42:56.4,Rainbow Lorikeet
w,42:57.3,42:57.3,Red-browed Finch
w,42:59.3,42:59.3,Red-browed Finch
w,43:00.6,43:00.6,Red-browed Finch
w,43:01.9,43:01.9,Red-browed Finch
w,43:03.3,43:03.3,Red-browed Finch
w,43:04.8,43:04.8,Red-browed Finch
w,43:06.9,43:06.9,Red-browed Finch
w,43:08.7,43:08.7,Red-browed Finch
w,43:10.5,43:10.5,Red-browed Finch
w,43:11.5,43:11.5,Red-browed Finch
q,43:11.7,43:11.7,Rainbow Lorikeet
w,43:13.4,43:13.4,Red-browed Finch
q,43:14.4,43:14.4,Rainbow Lorikeet
w,43:16.6,43:16.6,Red-browed Finch
w,43:17.8,43:17.8,Red-browed Finch
w,43:19.7,43:19.7,Red-browed Finch
w,43:20.9,43:20.9,Red-browed Finch
w,43:23.9,43:23.9,Red-browed Finch
q,43:26.2,43:26.2,Rainbow Lorikeet
w,43:27.3,43:27.3,Red-browed Finch
F11,43:31.8,43:31.8,Eastern Whipbird
w,43:34.7,43:34.7,Red-browed Finch
w,43:37.4,43:37.4,Red-browed Finch
q,43:37.7,43:37.7,Rainbow Lorikeet
w,43:39.4,43:39.4,Red-browed Finch
k,43:40.8,43:40.8,White-throated Treecreeper
k,43:42.0,43:42.0,White-throated Treecreeper
q,43:42.4,43:42.4,Rainbow Lorikeet
k,43:42.9,43:42.9,White-throated Treecreeper
q,43:43.3,43:43.3,Rainbow Lorikeet
k,43:44.2,43:44.2,White-throated Treecreeper
q,43:44.5,43:44.5,Rainbow Lorikeet
k,43:45.8,43:45.8,White-throated Treecreeper
q,43:46.4,43:46.4,Rainbow Lorikeet
q,43:48.0,43:48.0,Rainbow Lorikeet
